:(,17.530357326514608
miss,3.1904021394896853
cant,2.586238722170413
please,2.499453859185431
followed,2.418227530215812
sorry,2.3946517068708735
sad,2.385729334863046
im,2.252383147367389
justinbieber,2.224705863263845
want,1.9665408351843814
dont,1.7767359931267315
didnt,1.654976025309662
still,1.5518904355571126
beleve,1.521348314170645
justn,1.521348314170645
wll,1.521348314170645
feel,1.4967292462528894
wish,1.4896627149568678
wanna,1.4780836887867161
;:,1.459222254318934
sick,1.4188387579234167
ive,1.3090421937153636
tired,1.302007991279465
hate,1.299846321638252
kik,1.2539782080580175
omg,1.2257124822101906
bc,1.154237134851872
isnt,1.1459562281054287
ugh,1.134865848912696
bad,1.1312784172202148
zayniscomingbackonjuly,1.1206303102946207
missing,1.1055108711894188
lost,1.0907243306981826
missed,1.0663194360016381
poor,1.061761189866397
idk,1.0599768816960031
aw,1.0355329553597565
shame,1.012484086098083
wont,1.0082543324618247
home,1.0070804633987465
gonna,0.994720151471852
though,0.994720151471852
stop,0.9908992562069301
much,0.9895028888233408
ice,0.983370626713004
cream,0.9769108731818242
feeling,0.9708275632958172
snapchat,0.9637614599144639
pls,0.9462799799666255
hurts,0.9455515063356565
heart,0.9364925649292485
damn,0.9351798367610302
sleep,0.9345898298611288
ubericecream,0.9268647094263801
really,0.9257392570583657
oh,0.9233801882969451
hard,0.9122617263481122
go,0.9120638166787298
uber,0.9081770476271184
since,0.9062051355414749
alone,0.8904888342053201
cut,0.8904888342053201
unfortunately,0.8737019993945376
,0.8668000244897485
eat,0.8668000244897485
weather,0.8596729255432548
dying,0.8525647701062722
could,0.8503277345697896
even,0.8341020686460078
wasnt,0.8339348231231528
anymore,0.8296307976717157
wrong,0.8195874493726424
gutted,0.8128758573267045
uniteblue,0.8128758573267045
watch,0.8077544314566256
money,0.8057355215792826
already,0.8026619500211293
cold,0.7957025917240363
scared,0.7957025917240363
happened,0.7930801673569446
crying,0.7904108987788119
hornykik,0.7904108987788119
find,0.7855923915462829
trying,0.7726645281182184
awful,0.7711496483418192
upset,0.7711496483418192
badly,0.7711496483418192
tcot,0.7711496483418192
got,0.7706582169144425
went,0.7700068216368003
need,0.7676303656293229
sigh,0.7538580011674607
raining,0.7538580011674607
sadly,0.7538580011674607
feelings,0.7538580011674607
hurt,0.7526595397080276
bored,0.7497004655801871
makes,0.7395463199279984
yet,0.7395463199279984
cry,0.7319167831927215
rafaelallmark,0.7270354524122059
killing,0.7270354524122059
uberuk,0.7270354524122059
pray,0.7270354524122059
